crash_date,crash_time,latitude,longitude,number_of_persons_injured,number_of_persons_killed,hour,day_of_week,is_weekend,date_str,crashed,temperature,rain,wind_speed,bars,accident_density,severity,time_of_day,is_night,is_rush_hour
2022-07-12,7:50,40.652916,-73.94498,1,0,7,1,0,2022-07-12,1,20.2,0,16.4,191,572.0,1,0,0,1
2021-09-21,15:05,40.68327,-73.88165,0,0,15,1,0,2021-09-21,1,22.0,0,11.8,69,433.0,0,1,0,0
2022-09-22,19:18,40.755554,-73.885376,0,0,19,3,0,2022-09-22,1,17.9,1,16.5,170,492.0,0,2,0,1
2021-09-26,14:00,40.602276,-73.76554,0,0,14,6,1,2021-09-26,1,18.9,0,23.1,155,162.0,0,1,0,0
2021-04-19,7:40,40.704224,-73.807274,0,0,7,0,0,2021-04-19,1,5.2,0,9.7,93,496.0,0,0,0,1
2021-05-01,14:00,40.82674,-73.8879,0,0,14,5,1,2021-05-01,1,10.1,0,25.5,63,750.0,0,1,0,0
2021-06-10,0:05,40.73072,-73.98906,0,0,0,3,0,2021-06-10,1,25.4,0,11.0,119,675.0,0,3,1,0
2022-01-06,10:35,40.710705,-73.76346,1,0,10,3,0,2022-01-06,1,1.2,0,15.5,60,240.0,1,0,0,0
2021-06-18,13:20,40.69149,-73.92557,0,0,13,4,0,2021-06-18,1,20.9,0,9.7,150,672.0,0,1,0,0
2021-05-12,12:43,40.684788,-73.93037,0,0,12,2,0,2021-05-12,1,9.2,0,18.5,107,680.0,0,1,0,0
2022-04-05,6:30,40.726357,-73.76388,0,0,6,1,0,2022-04-05,1,3.2,0,6.5,27,168.0,0,0,0,0
2021-09-27,10:50,40.61632,-74.15936,0,0,10,0,0,2021-09-27,1,14.8,0,15.6,28,125.0,0,0,0,0
2021-05-09,5:58,40.676647,-73.91647,1,0,5,6,1,2021-05-09,1,7.6,0,13.0,133,859.0,1,0,1,0
2021-05-30,20:34,40.861744,-73.911804,1,0,20,6,1,2021-05-30,1,11.3,1,21.5,170,652.0,1,2,0,0
2022-01-09,13:20,40.662132,-73.98723,0,0,13,6,1,2022-01-09,1,0.9,0,18.9,129,342.0,0,1,0,0
2021-04-06,13:00,40.760494,-73.8614,0,0,13,1,0,2021-04-06,1,9.6,0,12.0,97,323.0,0,1,0,0
2021-04-20,20:27,40.561634,-74.178276,1,0,20,1,0,2021-04-20,1,21.2,0,21.8,186,62.0,1,2,0,0
2021-04-23,15:00,40.73573,-73.89324,0,0,15,4,0,2021-04-23,1,9.9,0,21.2,168,263.0,0,1,0,0
2021-06-29,11:30,40.814365,-73.910706,1,0,11,1,0,2021-06-29,1,24.9,0,13.3,88,644.0,1,0,0,0
2021-05-02,5:40,40.694687,-73.91112,0,0,5,6,1,2021-05-02,1,12.2,0,19.5,72,588.0,0,0,1,0
2021-05-24,18:45,40.669403,-73.912605,0,0,18,0,0,2021-05-24,1,17.0,0,21.1,93,857.0,0,2,0,1
2021-09-13,16:05,0.0,0.0,0,0,16,0,0,2021-09-13,1,25.6,0,23.4,119,435.0,0,1,0,0
2021-05-20,9:30,40.7591,-73.99215,1,0,9,3,0,2021-05-20,1,12.6,0,6.5,135,777.0,1,0,0,1
2021-06-26,21:30,40.834705,-73.88936,0,0,21,5,1,2021-06-26,1,25.0,1,24.6,25,586.0,0,2,0,0
2021-06-08,18:00,40.645298,-74.10466,1,0,18,1,0,2021-06-08,1,26.3,1,9.2,87,36.0,1,2,0,1
2021-05-31,13:26,40.8188,-73.95603,1,0,13,0,0,2021-05-31,1,12.4,0,14.1,193,488.0,1,1,0,0
2021-05-08,23:50,40.683384,-73.86841,0,0,23,5,1,2021-05-08,1,9.9,0,4.1,59,411.0,0,3,1,0
2021-09-24,14:10,40.844246,-73.824104,0,0,14,4,0,2021-09-24,1,18.4,0,11.8,148,131.0,0,1,0,0
2021-09-28,7:45,40.696865,-73.83717,0,0,7,1,0,2021-09-28,1,19.9,0,18.4,40,184.0,0,0,0,1
2021-06-14,1:44,40.69862,-73.920135,0,0,1,0,0,2021-06-14,1,18.0,0,16.6,170,698.0,0,3,1,0
2021-10-08,2:30,40.742615,-73.88503,0,0,2,4,0,2021-10-08,1,17.9,0,5.8,69,490.0,0,3,1,0
2021-09-16,13:10,40.877533,-73.86693,1,0,13,3,0,2021-09-16,1,20.4,1,14.4,177,368.0,1,1,0,0
2021-12-22,7:47,40.749516,-73.8947,0,0,7,2,0,2021-12-22,1,4.2,0,8.0,20,473.0,0,0,0,1
2022-06-28,15:00,40.70455,-73.91662,0,0,15,1,0,2022-06-28,1,23.4,0,9.0,63,572.0,0,1,0,0
2021-06-15,11:00,40.51605,-74.24364,0,0,11,1,0,2021-06-15,1,18.6,0,9.6,40,54.0,0,0,0,0
2021-04-19,19:05,40.633976,-73.90259,1,0,19,0,0,2021-04-19,1,15.0,0,13.7,135,351.0,1,2,0,1
2021-04-22,23:39,40.714455,-73.935295,1,0,23,3,0,2021-04-22,1,7.2,0,23.4,25,396.0,1,3,1,0
2021-06-10,19:55,40.738796,-73.80846,1,0,19,3,0,2021-06-10,1,25.8,0,17.7,43,163.0,1,2,0,1
2021-12-23,10:10,40.84299,-73.82625,0,0,10,3,0,2021-12-23,1,-2.3,0,11.2,147,158.0,0,0,0,0
2021-09-24,16:15,40.77215,-73.929,1,0,16,4,0,2021-09-24,1,20.7,0,12.1,5,284.0,1,1,0,0
2021-10-08,14:40,40.751736,-73.72102,0,0,14,4,0,2021-10-08,1,19.6,0,4.1,36,57.0,0,1,0,0
2021-10-02,17:10,40.678116,-73.90787,0,0,17,5,1,2021-10-02,1,22.4,0,19.0,167,855.0,0,2,0,1
2021-05-13,22:27,40.828316,-73.93118,1,0,22,3,0,2021-05-13,1,18.6,0,9.0,167,614.0,1,3,1,0
2021-07-01,10:19,40.72318,-73.99399,0,0,10,3,0,2021-07-01,1,23.2,0,9.1,167,972.0,0,0,0,0
2021-05-13,1:16,40.67538,-73.9082,0,0,1,3,0,2021-05-13,1,11.4,0,8.7,40,940.0,0,3,1,0
2021-09-29,15:30,40.7179,-73.83202,2,0,15,2,0,2021-09-29,1,16.9,0,12.9,27,297.0,1,1,0,0
2021-09-13,16:00,40.710644,-73.810295,0,0,16,0,0,2021-09-13,1,27.9,0,14.6,61,427.0,0,1,0,0
2022-09-21,0:30,40.652973,-73.94401,0,0,0,2,0,2022-09-21,1,22.0,0,11.3,90,551.0,0,3,1,0
2021-06-24,19:25,40.81462,-73.908585,0,0,19,3,0,2021-06-24,1,22.6,0,19.2,154,646.0,0,2,0,1
2021-05-09,2:30,40.7441,-73.99565,0,0,2,6,1,2021-05-09,1,8.1,0,7.4,165,656.0,0,3,1,0
2022-02-19,17:04,40.67708,-73.79318,0,0,17,5,1,2022-02-19,1,3.7,0,22.7,154,268.0,0,2,0,1
2021-06-24,19:00,40.69613,-73.987114,0,0,19,3,0,2021-06-24,1,21.9,0,21.3,63,643.0,0,2,0,1
2022-04-01,0:20,40.606102,-74.07983,0,0,0,4,0,2022-04-01,1,15.5,1,38.7,17,162.0,0,3,1,0
2021-04-19,13:20,40.741234,-73.7068,2,0,13,0,0,2021-04-19,1,14.8,0,3.4,115,90.0,1,1,0,0
2022-01-13,8:20,40.654163,-73.91154,0,0,8,3,0,2022-01-13,1,-1.6,0,7.1,157,621.0,0,0,0,1
2021-05-08,10:30,40.8566,-73.82646,0,0,10,5,1,2021-05-08,1,8.2,0,4.2,23,131.0,0,0,0,0
2021-06-11,16:29,40.575935,-74.00543,1,0,16,4,0,2021-06-11,1,19.6,0,18.1,14,67.0,1,1,0,0
2022-03-29,16:00,40.781025,-73.981316,0,0,16,1,0,2022-03-29,1,2.5,0,24.6,142,357.0,0,1,0,0
2022-07-02,3:02,40.679897,-73.85043,0,0,3,5,1,2022-07-02,1,24.8,0,14.8,30,313.0,0,3,1,0
2021-06-30,15:30,40.64632,-73.92981,1,0,15,2,0,2021-06-30,1,32.5,0,16.5,25,520.0,1,1,0,0
2022-03-23,2:00,40.762012,-73.911,0,0,2,2,0,2022-03-23,1,5.7,0,11.0,43,489.0,0,3,1,0
2021-06-11,16:25,40.769028,-73.78252,0,0,16,4,0,2021-06-11,1,21.3,0,8.7,162,93.0,0,1,0,0
2021-05-12,12:37,40.632633,-74.01254,0,0,12,2,0,2021-05-12,1,9.1,0,19.8,9,423.0,0,1,0,0
2021-05-04,18:15,40.72229,-73.86732,1,0,18,1,0,2021-05-04,1,19.8,0,5.6,178,168.0,1,2,0,1
2022-01-13,15:10,40.66626,-73.99596,2,0,15,3,0,2022-01-13,1,3.6,0,4.7,109,404.0,1,1,0,0
2022-09-18,23:00,40.90348,-73.85035,1,0,23,6,1,2022-09-18,1,24.4,0,7.1,114,207.0,1,3,1,0
2022-07-02,14:50,40.774414,-73.79786,2,0,14,5,1,2022-07-02,1,27.1,1,6.5,141,70.0,1,1,0,0
2021-06-10,10:00,40.591175,-73.79798,0,0,10,3,0,2021-06-10,1,21.0,0,6.9,152,99.0,0,0,0,0
2021-05-17,19:55,40.752464,-73.859085,0,0,19,0,0,2021-05-17,1,23.2,0,10.2,29,501.0,0,2,0,1
2021-09-15,0:00,40.73447,-73.86316,0,0,0,2,0,2021-09-15,1,21.6,0,11.5,119,512.0,0,3,1,0
2021-06-15,9:00,40.75991,-73.95882,1,0,9,1,0,2021-06-15,1,17.9,0,6.0,199,650.0,1,0,0,1
2021-07-02,17:00,40.865467,-73.86541,1,0,17,4,0,2021-07-02,1,22.9,1,3.3,97,293.0,1,2,0,1
2021-04-30,15:40,40.72375,-73.82852,0,0,15,4,0,2021-04-30,1,17.5,0,35.4,174,266.0,0,1,0,0
2021-05-29,22:22,40.87831,-73.870155,0,0,22,5,1,2021-05-29,1,10.8,1,20.5,76,377.0,0,3,1,0
2021-12-24,0:40,40.64495,-73.9249,3,0,0,4,0,2021-12-24,1,0.9,0,5.1,148,533.0,1,3,1,0
2021-09-20,23:43,40.66645,-73.75764,0,0,23,0,0,2021-09-20,1,19.2,0,12.7,191,348.0,0,3,1,0
2021-09-29,13:40,40.829136,-73.9114,1,0,13,2,0,2021-09-29,1,13.9,0,13.5,104,686.0,1,1,0,0
2021-09-19,0:57,40.674652,-73.909164,1,0,0,6,1,2021-09-19,1,25.1,0,1.1,160,825.0,1,3,1,0
2021-05-18,23:45,40.68623,-74.00046,0,0,23,1,0,2021-05-18,1,20.1,0,10.4,147,332.0,0,3,1,0
2021-09-26,15:15,40.65814,-74.00356,2,0,15,6,1,2021-09-26,1,19.8,0,23.5,96,276.0,1,1,0,0
2021-06-01,13:45,40.68593,-73.97635,0,0,13,1,0,2021-06-01,1,16.2,0,7.4,75,791.0,0,1,0,0
2021-06-30,10:40,40.778778,-73.90018,0,0,10,2,0,2021-06-30,1,25.2,0,12.2,122,100.0,0,0,0,0
2022-01-03,20:18,40.715263,-73.976326,2,0,20,0,0,2022-01-03,1,-2.3,0,26.3,72,356.0,1,2,0,0
2021-06-18,6:00,0.0,0.0,0,0,6,4,0,2021-06-18,1,26.0,0,19.5,148,435.0,0,0,0,0
2021-05-25,15:40,40.90347,-73.88628,0,0,15,1,0,2021-05-25,1,18.7,0,16.0,168,53.0,0,1,0,0
2022-03-26,22:35,40.74128,-73.90257,1,0,22,5,1,2022-03-26,1,9.8,0,16.0,162,358.0,1,3,1,0
2022-03-30,16:58,40.846462,-73.893684,0,0,16,2,0,2022-03-30,1,4.2,0,4.1,181,722.0,0,1,0,0
2021-04-19,0:49,40.78614,-73.93929,0,0,0,0,0,2021-04-19,1,10.6,0,8.4,180,508.0,0,3,1,0
2021-05-04,7:50,40.63079,-73.94552,0,0,7,1,0,2021-05-04,1,12.1,1,10.3,2,366.0,0,0,0,1
2021-10-07,21:05,40.76217,-73.87041,0,0,21,3,0,2021-10-07,1,21.5,0,9.3,150,400.0,0,2,0,0
2021-09-14,13:45,40.65452,-73.882225,0,0,13,1,0,2021-09-14,1,21.6,0,6.8,103,430.0,0,1,0,0
2021-12-20,6:45,40.80715,-73.90821,0,0,6,0,0,2021-12-20,1,-3.0,0,11.7,132,458.0,0,0,0,0
2021-05-19,14:00,40.58196,-73.959946,0,0,14,2,0,2021-05-19,1,23.3,0,14.0,60,359.0,0,1,0,0
2021-06-11,23:45,40.740273,-73.89586,0,0,23,4,0,2021-06-11,1,19.0,0,8.9,76,403.0,0,3,1,0
2021-06-15,8:30,40.69699,-73.73992,0,0,8,1,0,2021-06-15,1,17.8,0,6.6,70,234.0,0,0,0,1
2021-05-23,2:36,40.71682,-73.94924,2,0,2,6,1,2021-05-23,1,24.6,0,12.0,165,754.0,1,3,1,0
2021-05-30,1:25,40.61642,-73.97445,0,0,1,6,1,2021-05-30,1,9.8,1,25.7,117,349.0,0,3,1,0
2022-01-04,5:40,40.67398,-73.911156,1,0,5,1,0,2022-01-04,1,-4.8,0,22.6,4,825.0,1,0,1,0
2022-04-24,10:13,40.73619,-73.85806,0,0,10,6,1,2022-04-24,1,7.3,0,8.2,60,481.0,0,0,0,0
2022-04-02,12:20,40.712597,-73.967735,0,0,12,5,1,2022-04-02,1,4.0,0,17.1,194,397.0,0,1,0,0
2021-12-12,17:37,40.88661,-73.90704,0,0,17,6,1,2021-12-12,1,7.6,0,19.3,27,219.0,0,2,0,1
2021-12-27,9:00,40.75118,-73.85192,0,0,9,0,0,2021-12-27,1,-0.9,0,8.7,180,277.0,0,0,0,1
2021-06-02,3:45,40.665257,-73.739555,0,0,3,2,0,2021-06-02,1,15.9,0,18.1,55,404.0,0,3,1,0
2021-09-21,11:50,40.768143,-73.92894,0,0,11,1,0,2021-09-21,1,17.5,0,8.7,126,348.0,0,0,0,0
2022-01-09,13:14,40.70281,-73.9077,1,0,13,6,1,2022-01-09,1,0.4,0,16.8,37,494.0,1,1,0,0
2021-09-22,7:43,40.596302,-73.93334,0,0,7,2,0,2021-09-22,1,21.6,0,11.9,138,151.0,0,0,0,1
2021-06-14,6:24,40.844154,-73.89443,0,0,6,0,0,2021-06-14,1,17.1,0,7.2,64,717.0,0,0,0,0
2021-09-09,2:18,40.712116,-73.73118,0,0,2,3,0,2021-09-09,1,23.2,0,22.3,112,207.0,0,3,1,0
2021-10-04,7:39,40.72618,-73.99128,0,0,7,0,0,2021-10-04,1,20.2,1,5.2,178,869.0,0,0,0,1
2021-06-26,9:49,40.809692,-73.94409,1,0,9,5,1,2021-06-26,1,18.8,0,6.3,5,908.0,1,0,0,1
2021-09-14,14:48,40.764107,-73.96682,0,0,14,1,0,2021-09-14,1,23.2,0,5.9,12,718.0,0,1,0,0
2022-04-08,15:00,40.716114,-73.824905,0,0,15,4,0,2022-04-08,1,13.9,0,17.6,156,320.0,0,1,0,0
2021-05-16,11:25,40.650486,-73.92425,0,0,11,6,1,2021-05-16,1,13.1,0,10.2,61,673.0,0,0,0,0
2021-05-10,9:33,40.79162,-73.94885,0,0,9,0,0,2021-05-10,1,8.6,1,19.6,45,647.0,0,0,0,1
2022-04-07,13:30,40.735714,-73.98704,0,0,13,3,0,2022-04-07,1,8.2,0,14.4,26,650.0,0,1,0,0
2021-12-15,8:30,40.663036,-73.78103,0,0,8,2,0,2021-12-15,1,2.6,0,10.5,194,279.0,0,0,0,1
2021-05-22,3:05,40.737907,-73.877174,0,0,3,5,1,2021-05-22,1,18.6,0,8.3,148,475.0,0,3,1,0
2021-05-12,15:11,40.822254,-73.88703,0,0,15,2,0,2021-05-12,1,14.4,0,20.6,101,751.0,0,1,0,0
2021-04-18,1:00,40.827206,-73.94246,0,0,1,6,1,2021-04-18,1,9.6,0,7.9,105,765.0,0,3,1,0
2021-04-20,11:55,40.687668,-73.951035,0,0,11,1,0,2021-04-20,1,8.6,0,13.1,68,639.0,0,0,0,0
2021-05-23,2:05,40.71748,-73.938965,0,0,2,6,1,2021-05-23,1,24.6,0,12.0,188,501.0,0,3,1,0
2021-04-20,15:30,40.65473,-73.90692,0,0,15,1,0,2021-04-20,1,17.5,0,18.9,193,559.0,0,1,0,0
2021-05-22,21:33,40.682503,-73.82131,0,0,21,5,1,2021-05-22,1,30.0,0,18.6,130,343.0,0,2,0,0
2021-05-08,23:40,40.679863,-73.878,0,0,23,5,1,2021-05-08,1,10.4,0,1.1,78,565.0,0,3,1,0
2021-06-12,2:00,40.693897,-73.85404,0,0,2,5,1,2021-06-12,1,17.1,1,7.6,174,234.0,0,3,1,0
2022-09-21,11:27,40.768402,-73.808556,1,0,11,2,0,2022-09-21,1,15.8,0,6.3,189,151.0,1,0,0,0
2022-02-20,3:40,40.890514,-73.84562,1,0,3,6,1,2022-02-20,1,-4.2,0,21.7,181,277.0,1,3,1,0
2021-06-28,2:30,40.7077,-74.0155,0,0,2,0,0,2021-06-28,1,25.9,0,16.5,61,223.0,0,3,1,0
2021-04-20,15:50,40.697247,-73.78965,1,0,15,1,0,2021-04-20,1,16.9,0,17.1,12,297.0,1,1,0,0
2021-12-06,12:10,40.762074,-73.91869,0,0,12,0,0,2021-12-06,1,11.1,0,10.9,199,548.0,0,1,0,0
2021-06-11,8:45,40.59601,-73.74267,0,0,8,4,0,2021-06-11,1,15.6,0,14.8,37,87.0,0,0,0,1
2022-02-18,21:47,40.683014,-73.87003,0,0,21,4,0,2022-02-18,1,3.5,0,28.3,185,443.0,0,2,0,0
2021-10-04,16:30,40.88647,-73.89603,2,0,16,0,0,2021-10-04,1,18.7,1,19.3,0,223.0,1,1,0,0
2021-12-31,18:03,40.753284,-73.90691,1,0,18,4,0,2021-12-31,1,10.9,0,15.0,163,333.0,1,2,0,1
2022-06-30,14:30,40.717033,-73.95644,0,0,14,3,0,2022-06-30,1,26.2,0,8.0,78,671.0,0,1,0,0
2021-05-08,20:15,40.667973,-73.750824,3,0,20,5,1,2021-05-08,1,11.0,1,15.0,159,382.0,1,2,0,0
2021-05-25,7:00,40.599354,-73.98474,0,0,7,1,0,2021-05-25,1,13.9,0,8.5,58,258.0,0,0,0,1
2021-04-21,15:20,40.693344,-73.80228,0,0,15,2,0,2021-04-21,1,14.5,0,22.6,188,387.0,0,1,0,0
2022-07-04,12:00,40.741024,-73.9547,0,0,12,0,0,2022-07-04,1,21.4,0,7.2,92,181.0,0,1,0,0
2021-10-04,7:00,40.66484,-73.82229,0,0,7,0,0,2021-10-04,1,19.1,0,8.0,166,189.0,0,0,0,1
2022-04-02,23:25,40.756985,-73.987144,0,0,23,5,1,2022-04-02,1,7.5,0,20.3,41,861.0,0,3,1,0
2021-05-24,9:35,40.719524,-73.99315,1,0,9,0,0,2021-05-24,1,15.2,0,11.2,52,958.0,1,0,0,1
2021-06-24,10:15,40.69802,-73.97499,0,0,10,3,0,2021-06-24,1,14.1,0,5.9,56,367.0,0,0,0,0
2021-06-04,0:00,40.71256,-73.732994,1,0,0,4,0,2021-06-04,1,18.6,1,11.4,100,218.0,1,3,1,0
2021-10-09,11:50,40.788895,-73.81869,1,0,11,5,1,2021-10-09,1,15.7,0,15.8,32,122.0,1,0,0,0
2021-07-04,11:49,40.67308,-73.91124,3,0,11,6,1,2021-07-04,1,17.6,0,8.0,58,817.0,1,0,0,0
2021-05-10,0:01,40.637146,-73.94713,0,0,0,0,0,2021-05-10,1,9.8,1,10.7,163,507.0,0,3,1,0
2021-06-12,16:40,40.677082,-73.92296,0,0,16,5,1,2021-06-12,1,20.7,0,16.6,12,833.0,0,1,0,0
2021-10-05,22:00,40.760124,-73.99265,0,0,22,1,0,2021-10-05,1,19.5,0,9.2,187,766.0,0,3,1,0
2021-09-22,21:30,40.654537,-73.943726,0,0,21,2,0,2021-09-22,1,24.1,0,31.1,157,550.0,0,2,0,0
2022-01-03,7:30,40.60567,-74.030945,0,0,7,0,0,2022-01-03,1,1.4,0,18.5,63,87.0,0,0,0,1
2021-06-18,12:56,40.69324,-73.92865,0,0,12,4,0,2021-06-18,1,18.7,0,9.7,54,738.0,0,1,0,0
2021-05-27,19:50,40.697403,-73.80536,0,0,19,3,0,2021-05-27,1,27.8,0,17.1,53,450.0,0,2,0,1
2021-05-18,19:30,40.830536,-73.91571,0,0,19,1,0,2021-05-18,1,26.1,0,10.6,32,758.0,0,2,0,1
2021-05-29,16:39,40.668518,-73.96196,0,0,16,5,1,2021-05-29,1,10.4,1,31.3,68,447.0,0,1,0,0
2022-02-20,5:30,40.744965,-73.87833,0,0,5,6,1,2022-02-20,1,-5.0,0,22.1,194,578.0,0,0,1,0
2021-10-09,5:57,40.876785,-73.87446,2,0,5,5,1,2021-10-09,1,17.1,0,14.4,117,422.0,1,0,1,0
2021-06-12,18:20,40.679806,-73.823746,1,0,18,5,1,2021-06-12,1,19.4,0,18.0,38,327.0,1,2,0,1
2021-12-25,10:35,40.588512,-73.949356,1,0,10,5,1,2021-12-25,1,9.1,1,16.4,171,314.0,1,0,0,0
2021-06-18,17:20,40.603188,-74.06724,0,0,17,4,0,2021-06-18,1,26.9,0,13.2,147,112.0,0,2,0,1
2021-10-02,0:00,40.860855,-73.84145,0,0,0,5,1,2021-10-02,1,15.1,0,6.1,174,145.0,0,3,1,0
2021-06-12,18:52,40.848545,-73.86161,1,0,18,5,1,2021-06-12,1,21.4,0,7.4,135,344.0,1,2,0,1
2021-09-11,1:30,40.846313,-73.92385,0,0,1,5,1,2021-09-11,1,17.9,0,8.7,175,781.0,0,3,1,0
2021-06-03,19:45,40.701424,-73.94307,0,0,19,3,0,2021-06-03,1,21.4,0,9.8,180,750.0,0,2,0,1
2021-05-10,4:40,40.86723,-73.88692,0,0,4,0,0,2021-05-10,1,8.4,1,14.3,141,425.0,0,3,1,0
2021-09-17,6:50,40.642662,-73.9022,0,0,6,4,0,2021-09-17,1,20.8,0,15.2,99,418.0,0,0,0,0
2021-12-25,11:00,40.64374,-73.9598,0,0,11,5,1,2021-12-25,1,8.5,1,13.4,52,552.0,0,0,0,0
2021-05-11,10:45,40.682693,-73.96317,0,0,10,1,0,2021-05-11,1,8.7,0,15.3,15,637.0,0,0,0,0
2021-06-12,15:45,40.66495,-73.993355,3,0,15,5,1,2021-06-12,1,20.9,1,11.1,74,372.0,1,1,0,0
2021-04-30,8:58,40.827595,-73.85004,0,0,8,4,0,2021-04-30,1,15.6,1,22.6,104,456.0,0,0,0,1
2021-06-08,11:15,40.63529,-74.1636,0,0,11,1,0,2021-06-08,1,23.4,0,6.4,16,81.0,0,0,0,0
2021-04-23,10:08,40.632484,-73.94663,1,0,10,4,0,2021-04-23,1,2.5,0,18.1,58,386.0,1,0,0,0
2021-05-14,22:30,40.725685,-73.980774,1,0,22,4,0,2021-05-14,1,20.2,0,10.5,189,568.0,1,3,1,0
2021-05-20,17:49,40.652946,-73.92373,0,0,17,3,0,2021-05-20,1,20.2,0,18.8,17,787.0,0,2,0,1
2021-09-23,21:55,40.682056,-73.990875,0,0,21,3,0,2021-09-23,1,24.5,1,40.1,169,444.0,0,2,0,0
2021-05-12,10:00,40.70971,-74.01285,0,0,10,2,0,2021-05-12,1,6.1,0,15.5,9,328.0,0,0,0,0
2021-05-23,0:50,40.70081,-73.84016,0,0,0,6,1,2021-05-23,1,25.0,0,7.6,186,165.0,0,3,1,0
2021-07-03,20:17,40.59282,-74.07069,0,0,20,5,1,2021-07-03,1,19.9,1,16.6,179,52.0,0,2,0,0
2021-05-20,17:18,40.743954,-73.87423,1,0,17,3,0,2021-05-20,1,22.2,0,17.9,4,559.0,1,2,0,1
2022-06-29,16:51,40.620335,-73.938896,2,0,16,2,0,2022-06-29,1,26.8,0,10.5,115,292.0,1,1,0,0
2022-01-01,8:35,40.808853,-73.936264,0,0,8,5,1,2022-01-01,1,7.8,1,4.2,184,847.0,0,0,0,1
2021-05-14,1:30,40.825455,-73.91317,0,0,1,4,0,2021-05-14,1,13.5,0,14.3,123,652.0,0,3,1,0
2021-05-09,1:58,40.659016,-73.95673,0,0,1,6,1,2021-05-09,1,9.0,0,9.3,166,620.0,0,3,1,0
2021-09-28,16:20,40.843548,-73.87031,1,0,16,1,0,2021-09-28,1,21.5,1,6.5,74,502.0,1,1,0,0
2021-10-07,14:44,40.67125,-73.97134,0,0,14,3,0,2021-10-07,1,19.1,0,3.8,195,341.0,0,1,0,0
2022-01-02,4:30,40.759075,-73.86985,0,0,4,6,1,2022-01-02,1,10.9,1,17.6,8,465.0,0,3,1,0
2021-05-02,17:05,40.67625,-73.73627,1,0,17,6,1,2021-05-02,1,20.1,0,19.2,29,234.0,1,2,0,1
2021-06-18,7:00,40.767445,-73.92064,0,0,7,4,0,2021-06-18,1,14.4,0,6.8,186,523.0,0,0,0,1
2021-06-29,1:04,40.661385,-73.8841,0,0,1,1,0,2021-06-29,1,26.3,0,16.2,153,694.0,0,3,1,0
2022-01-02,3:00,40.76294,-73.86067,0,0,3,6,1,2022-01-02,1,11.0,1,13.6,5,253.0,0,3,1,0
2021-05-18,13:10,40.749725,-73.98363,1,0,13,1,0,2021-05-18,1,19.2,0,8.3,68,848.0,1,1,0,0
2021-06-03,10:30,40.76737,-73.98445,0,0,10,3,0,2021-06-03,1,14.2,0,5.4,145,553.0,0,0,0,0
2021-12-09,9:25,40.836937,-73.927124,2,0,9,3,0,2021-12-09,1,-1.1,0,17.3,194,659.0,1,0,0,1
2021-04-29,11:58,40.669888,-73.90932,1,0,11,3,0,2021-04-29,1,13.8,1,6.5,97,815.0,1,0,0,0
2021-12-31,13:45,40.62539,-74.135376,0,0,13,4,0,2021-12-31,1,8.2,0,4.7,172,119.0,0,1,0,0
2021-05-27,10:26,40.702007,-73.821205,0,0,10,3,0,2021-05-27,1,19.2,0,15.3,50,405.0,0,0,0,0
2022-01-14,21:09,40.74197,-73.84116,2,0,21,4,0,2022-01-14,1,2.1,0,30.2,87,250.0,1,2,0,0
2021-04-24,17:04,40.693172,-73.97086,0,0,17,5,1,2021-04-24,1,18.9,0,15.1,140,525.0,0,2,0,1
2021-04-26,20:00,40.66496,-73.82226,2,0,20,0,0,2021-04-26,1,13.9,0,27.0,54,190.0,1,2,0,0
2021-12-19,16:40,40.604424,-74.1229,0,0,16,6,1,2021-12-19,1,4.1,0,25.5,16,124.0,0,1,0,0
2021-12-11,21:57,40.643127,-73.950676,1,0,21,5,1,2021-12-11,1,16.9,0,35.5,115,635.0,1,2,0,0
2021-05-21,18:30,40.70899,-74.01068,0,0,18,4,0,2021-05-21,1,22.5,0,18.8,49,352.0,0,2,0,1
2021-09-15,13:25,40.7968,-73.929375,0,0,13,2,0,2021-09-15,1,24.5,0,12.3,197,406.0,0,1,0,0
2021-06-11,23:00,40.658997,-73.92186,0,0,23,4,0,2021-06-11,1,18.5,0,10.5,183,845.0,0,3,1,0
2021-06-17,8:00,40.697582,-73.94965,0,0,8,3,0,2021-06-17,1,13.7,0,9.6,149,751.0,0,0,0,1
2021-09-18,10:04,40.605335,-73.75528,0,0,10,5,1,2021-09-18,1,19.2,0,10.1,128,240.0,0,0,0,0
2021-09-18,3:50,40.755516,-73.961105,0,0,3,5,1,2021-09-18,1,21.7,1,10.4,162,579.0,0,3,1,0
2021-02-18,13:49,40.80861,-73.965294,0,0,13,3,0,2021-02-18,1,-4.1,0,14.3,131,300.0,0,1,0,0
2021-05-03,7:50,40.751434,-73.94725,2,0,7,0,0,2021-05-03,1,13.0,0,12.0,8,292.0,1,0,0,1
2021-09-25,23:47,40.658672,-73.90019,0,0,23,5,1,2021-09-25,1,19.1,0,5.8,124,680.0,0,3,1,0
2021-09-18,21:10,40.835873,-73.8699,0,0,21,5,1,2021-09-18,1,26.8,0,8.7,74,670.0,0,2,0,0
2021-05-06,17:10,40.832115,-73.89889,1,0,17,3,0,2021-05-06,1,16.0,0,17.1,124,528.0,1,2,0,1
2021-09-15,15:00,40.695827,-73.855385,1,0,15,2,0,2021-09-15,1,25.5,0,14.8,27,240.0,1,1,0,0
